origin_iban,dest_iban,origin_re,dest_re,amount,date,origin_is_suspicious,dest_is_suspicious,connection_type
LU102017061767783078,LU572012170410253154,PEER_2,PEER_2,701.16,2020-06-11,True,False,external
LU762016904797773849,LU581018371712441260,PEER_2,PEER_1,600.8,2020-06-11,True,False,external
LU352016904797773849,LU281018371712441260,PEER_2,PEER_1,600.8,2020-06-11,True,False,external
LU592016904797773849,LU121018371712441260,PEER_2,PEER_1,600.8,2020-06-11,True,False,external
LU231014461930824318,LU982016746444546460,PEER_1,PEER_2,539.49,2020-06-11,False,True,external
LU121014461930824318,LU592016746444546460,PEER_1,PEER_2,539.49,2020-06-11,False,True,external
LU531014461930824318,LU322016746444546460,PEER_1,PEER_2,539.49,2020-06-11,False,True,external
LU562015998393836429,LU391018259357724091,PEER_2,PEER_1,517.6,2020-06-11,True,False,external
LU582015998393836429,LU861018259357724091,PEER_2,PEER_1,517.6,2020-06-11,True,False,external
LU922015998393836429,LU621018259357724091,PEER_2,PEER_1,517.6,2020-06-11,True,False,external
LU922014999033663403,LU252016888463596189,PEER_2,PEER_2,511.02,2020-06-11,False,True,external
LU992014999033663403,LU512016888463596189,PEER_2,PEER_2,511.02,2020-06-11,False,True,external
LU442016746444546460,LU333018286742756538,PEER_2,PEER_3,493.6,2020-06-11,True,False,external
LU122016746444546460,LU303018286742756538,PEER_2,PEER_3,493.6,2020-06-11,True,False,external
LU792016746444546460,LU293018286742756538,PEER_2,PEER_3,493.6,2020-06-11,True,False,external
LU962013421135141770,LU782016748203695936,PEER_2,PEER_2,487.48,2020-06-11,False,True,external
LU642013421135141770,LU172016748203695936,PEER_2,PEER_2,487.48,2020-06-11,False,True,external
LU344013137353262622,LU942015253506701021,PEER_4,PEER_2,457.91,2020-06-11,False,True,external
LU204013137353262622,LU432015253506701021,PEER_4,PEER_2,457.91,2020-06-11,False,True,external
LU214013137353262622,LU442015253506701021,PEER_4,PEER_2,457.91,2020-06-11,False,True,external
LU892016888463596189,LU302015250594194649,PEER_2,PEER_2,425.52,2020-06-11,True,False,external
LU322016888463596189,LU272015250594194649,PEER_2,PEER_2,425.52,2020-06-11,True,False,external
LU872016888463596189,LU644011705613954516,PEER_2,PEER_4,425.3,2020-06-11,True,False,external
LU282016888463596189,LU644011705613954516,PEER_2,PEER_4,425.3,2020-06-11,True,False,external
LU642016888463596189,LU504011705613954516,PEER_2,PEER_4,425.3,2020-06-11,True,False,external
LU402014510158471395,LU692016748203695936,PEER_2,PEER_2,367.47,2020-06-11,False,True,external
LU802014510158471395,LU332016748203695936,PEER_2,PEER_2,367.47,2020-06-11,False,True,external
LU852016888463596189,LU563012334359732234,PEER_2,PEER_3,325.54,2020-06-11,True,False,external
LU792016888463596189,LU243012334359732234,PEER_2,PEER_3,325.54,2020-06-11,True,False,external
LU782016888463596189,LU393012334359732234,PEER_2,PEER_3,325.54,2020-06-11,True,False,external
LU832016746444546460,LU921014461930824318,PEER_2,PEER_1,315.74,2020-06-11,True,False,external
LU952016746444546460,LU421014461930824318,PEER_2,PEER_1,315.74,2020-06-11,True,False,external
LU322016746444546460,LU311014461930824318,PEER_2,PEER_1,315.74,2020-06-11,True,False,external
LU683014282488993308,LU212016015054340531,PEER_3,PEER_2,307.28,2020-06-11,False,True,external
LU393014282488993308,LU652016015054340531,PEER_3,PEER_2,307.28,2020-06-11,False,True,external
LU193014282488993308,LU252016015054340531,PEER_3,PEER_2,307.28,2020-06-11,False,True,external
LU514013766510313597,LU612015998393836429,PEER_4,PEER_2,305.67,2020-06-11,False,True,external
LU374013766510313597,LU572015998393836429,PEER_4,PEER_2,305.67,2020-06-11,False,True,external
LU204013766510313597,LU632015998393836429,PEER_4,PEER_2,305.67,2020-06-11,False,True,external
LU672016015054340531,LU512013867372159421,PEER_2,PEER_2,304.05,2020-06-11,True,False,external
LU382016015054340531,LU132013867372159421,PEER_2,PEER_2,304.05,2020-06-11,True,False,external
LU652011392047013121,LU362016799422344904,PEER_2,PEER_2,299.63,2020-06-11,False,True,external
LU352011392047013121,LU102016799422344904,PEER_2,PEER_2,299.63,2020-06-11,False,True,external
LU932017061767783078,LU943018169143196522,PEER_2,PEER_3,298.19,2020-06-11,True,False,external
LU902017061767783078,LU773018169143196522,PEER_2,PEER_3,298.19,2020-06-11,True,False,external
LU512017061767783078,LU263018169143196522,PEER_2,PEER_3,298.19,2020-06-11,True,False,external
LU612015253506701021,LU831018239534217422,PEER_2,PEER_1,290.53,2020-06-11,True,False,external
LU452015253506701021,LU961018239534217422,PEER_2,PEER_1,290.53,2020-06-11,True,False,external
LU372015253506701021,LU391018239534217422,PEER_2,PEER_1,290.53,2020-06-11,True,False,external
LU622014510158471395,LU912016748203695936,PEER_2,PEER_2,288.1,2020-06-11,False,True,external
LU712014510158471395,LU832016748203695936,PEER_2,PEER_2,288.1,2020-06-11,False,True,external
LU441018371712441260,LU522016904797773849,PEER_1,PEER_2,284.35,2020-06-11,False,True,external
LU601018371712441260,LU932016904797773849,PEER_1,PEER_2,284.35,2020-06-11,False,True,external
LU931018371712441260,LU242016904797773849,PEER_1,PEER_2,284.35,2020-06-11,False,True,external
LU464011705613954516,LU822016888463596189,PEER_4,PEER_2,281.61,2020-06-11,False,True,external
LU824011705613954516,LU962016888463596189,PEER_4,PEER_2,281.61,2020-06-11,False,True,external
LU614011705613954516,LU152016888463596189,PEER_4,PEER_2,281.61,2020-06-11,False,True,external
LU172014999033663403,LU132016888463596189,PEER_2,PEER_2,274.86,2020-06-11,False,True,external
LU942014999033663403,LU122016888463596189,PEER_2,PEER_2,274.86,2020-06-11,False,True,external
LU903018286742756538,LU952016799422344904,PEER_3,PEER_2,270.4,2020-06-11,False,True,external
LU683018286742756538,LU312016799422344904,PEER_3,PEER_2,270.4,2020-06-11,False,True,external
LU283018286742756538,LU842016799422344904,PEER_3,PEER_2,270.4,2020-06-11,False,True,external
LU313018286742756538,LU122016746444546460,PEER_3,PEER_2,259.56,2020-06-11,False,True,external
LU683018286742756538,LU152016746444546460,PEER_3,PEER_2,259.56,2020-06-11,False,True,external
LU273018286742756538,LU932016746444546460,PEER_3,PEER_2,259.56,2020-06-11,False,True,external
LU412013421135141770,LU332016748203695936,PEER_2,PEER_2,253.29,2020-06-11,False,True,external
LU762013421135141770,LU192016748203695936,PEER_2,PEER_2,253.29,2020-06-11,False,True,external
LU362016748203695936,LU321017142631564139,PEER_2,PEER_1,241.69,2020-06-11,True,False,external
LU462016748203695936,LU851017142631564139,PEER_2,PEER_1,241.69,2020-06-11,True,False,external
LU162016748203695936,LU491017142631564139,PEER_2,PEER_1,241.69,2020-06-11,True,False,external
LU282016015054340531,LU882013867372159421,PEER_2,PEER_2,227.62,2020-06-11,True,False,external
LU622016015054340531,LU572013867372159421,PEER_2,PEER_2,227.62,2020-06-11,True,False,external
LU562016888463596189,LU183012334359732234,PEER_2,PEER_3,221.73,2020-06-11,True,False,external
LU552016888463596189,LU783012334359732234,PEER_2,PEER_3,221.73,2020-06-11,True,False,external
LU652016888463596189,LU473012334359732234,PEER_2,PEER_3,221.73,2020-06-11,True,False,external
LU674017107703531967,LU852017061767783078,PEER_4,PEER_2,189.42,2020-06-11,False,True,external
LU164017107703531967,LU772017061767783078,PEER_4,PEER_2,189.42,2020-06-11,False,True,external
LU564017107703531967,LU992017061767783078,PEER_4,PEER_2,189.42,2020-06-11,False,True,external
LU772016799422344904,LU464013109430330660,PEER_2,PEER_4,165.89,2020-06-11,True,False,external
LU932016799422344904,LU594013109430330660,PEER_2,PEER_4,165.89,2020-06-11,True,False,external
LU912016799422344904,LU894013109430330660,PEER_2,PEER_4,165.89,2020-06-11,True,False,external
LU912013810101653626,LU762016904797773849,PEER_2,PEER_2,144.98,2020-06-11,False,True,external
LU612013810101653626,LU692016904797773849,PEER_2,PEER_2,144.98,2020-06-11,False,True,external
LU392016888463596189,LU472014999033663403,PEER_2,PEER_2,142.79,2020-06-11,True,False,external
LU772016888463596189,LU682014999033663403,PEER_2,PEER_2,142.79,2020-06-11,True,False,external
LU262016746444546460,LU274012671372790899,PEER_2,PEER_4,138.52,2020-06-11,True,False,external
LU362016746444546460,LU484012671372790899,PEER_2,PEER_4,138.52,2020-06-11,True,False,external
LU962016746444546460,LU304012671372790899,PEER_2,PEER_4,138.52,2020-06-11,True,False,external
LU202012170410253154,LU412017061767783078,PEER_2,PEER_2,138.27,2020-06-11,False,True,external
LU552012170410253154,LU412017061767783078,PEER_2,PEER_2,138.27,2020-06-11,False,True,external
LU852016015054340531,LU143014282488993308,PEER_2,PEER_3,130.04,2020-06-11,True,False,external
LU442016015054340531,LU773014282488993308,PEER_2,PEER_3,130.04,2020-06-11,True,False,external
LU972016015054340531,LU823014282488993308,PEER_2,PEER_3,130.04,2020-06-11,True,False,external
LU132012170410253154,LU632017061767783078,PEER_2,PEER_2,119.85,2020-06-11,False,True,external
LU602012170410253154,LU262017061767783078,PEER_2,PEER_2,119.85,2020-06-11,False,True,external
LU922016888463596189,LU634011705613954516,PEER_2,PEER_4,118.43,2020-06-11,True,False,external
LU722016888463596189,LU144011705613954516,PEER_2,PEER_4,118.43,2020-06-11,True,False,external
LU532016888463596189,LU504011705613954516,PEER_2,PEER_4,118.43,2020-06-11,True,False,external
LU293013113475700807,LU422017061767783078,PEER_3,PEER_2,112.44,2020-06-11,False,True,external
LU763013113475700807,LU732017061767783078,PEER_3,PEER_2,112.44,2020-06-11,False,True,external
LU383013113475700807,LU622017061767783078,PEER_3,PEER_2,112.44,2020-06-11,False,True,external
LU352016748203695936,LU101017142631564139,PEER_2,PEER_1,101.73,2020-06-11,True,False,external
LU772016748203695936,LU691017142631564139,PEER_2,PEER_1,101.73,2020-06-11,True,False,external
LU892016748203695936,LU401017142631564139,PEER_2,PEER_1,101.73,2020-06-11,True,False,external
LU952015998393836429,LU594011705613954516,PEER_2,PEER_4,96.81,2020-06-11,True,False,external
LU582015998393836429,LU764011705613954516,PEER_2,PEER_4,96.81,2020-06-11,True,False,external
LU322015998393836429,LU284011705613954516,PEER_2,PEER_4,96.81,2020-06-11,True,False,external
LU873012632802831611,LU952016212949422225,PEER_3,PEER_2,79.95,2020-06-11,False,True,external
LU513012632802831611,LU132016212949422225,PEER_3,PEER_2,79.95,2020-06-11,False,True,external
LU293012632802831611,LU462016212949422225,PEER_3,PEER_2,79.95,2020-06-11,False,True,external
LU712016888463596189,LU573012334359732234,PEER_2,PEER_3,69.82,2020-06-11,True,False,external
LU102016888463596189,LU833012334359732234,PEER_2,PEER_3,69.82,2020-06-11,True,False,external
LU282016888463596189,LU653012334359732234,PEER_2,PEER_3,69.82,2020-06-11,True,False,external
LU971018371712441260,LU602016904797773849,PEER_1,PEER_2,59.91,2020-06-11,False,True,external
LU991018371712441260,LU272016904797773849,PEER_1,PEER_2,59.91,2020-06-11,False,True,external
LU131018371712441260,LU222016904797773849,PEER_1,PEER_2,59.91,2020-06-11,False,True,external
LU982016746444546460,LU944012671372790899,PEER_2,PEER_4,53.96,2020-06-11,True,False,external
LU742016746444546460,LU854012671372790899,PEER_2,PEER_4,53.96,2020-06-11,True,False,external
LU322016746444546460,LU804012671372790899,PEER_2,PEER_4,53.96,2020-06-11,True,False,external
LU382016799422344904,LU172011392047013121,PEER_2,PEER_2,49.87,2020-06-11,True,False,external
LU532016799422344904,LU292011392047013121,PEER_2,PEER_2,49.87,2020-06-11,True,False,external
LU892013810101653626,LU912016904797773849,PEER_2,PEER_2,44.63,2020-06-11,False,True,external
LU112013810101653626,LU882016904797773849,PEER_2,PEER_2,44.63,2020-06-11,False,True,external
LU804011705613954516,LU972016888463596189,PEER_4,PEER_2,44.58,2020-06-11,False,True,external
LU124011705613954516,LU872016888463596189,PEER_4,PEER_2,44.58,2020-06-11,False,True,external
LU864011705613954516,LU912016888463596189,PEER_4,PEER_2,44.58,2020-06-11,False,True,external
LU682015253506701021,LU323014235495186351,PEER_2,PEER_3,39.47,2020-06-11,True,False,external
LU392015253506701021,LU173014235495186351,PEER_2,PEER_3,39.47,2020-06-11,True,False,external
LU242015253506701021,LU313014235495186351,PEER_2,PEER_3,39.47,2020-06-11,True,False,external
LU212017061767783078,LU363013113475700807,PEER_2,PEER_3,36.98,2020-06-11,True,False,external
LU522017061767783078,LU343013113475700807,PEER_2,PEER_3,36.98,2020-06-11,True,False,external
LU672017061767783078,LU713013113475700807,PEER_2,PEER_3,36.98,2020-06-11,True,False,external
LU213012947468683949,LU942016212949422225,PEER_3,PEER_2,35.84,2020-06-11,False,True,external
LU983012947468683949,LU452016212949422225,PEER_3,PEER_2,35.84,2020-06-11,False,True,external
LU833012947468683949,LU122016212949422225,PEER_3,PEER_2,35.84,2020-06-11,False,True,external
LU773018295277691197,LU852015607804432740,PEER_3,PEER_2,7005.49,2020-06-17,False,True,external
LU333018295277691197,LU242015607804432740,PEER_3,PEER_2,7005.49,2020-06-17,False,True,external
LU423018295277691197,LU842015607804432740,PEER_3,PEER_2,7005.49,2020-06-17,False,True,external
LU401019555948150255,LU452015604343749471,PEER_1,PEER_2,5550.48,2020-06-17,False,True,external
LU861019555948150255,LU792015604343749471,PEER_1,PEER_2,5550.48,2020-06-17,False,True,external
LU921019555948150255,LU492015604343749471,PEER_1,PEER_2,5550.48,2020-06-17,False,True,external
LU901016641691337629,LU202015604343749471,PEER_1,PEER_2,5367.81,2020-06-17,False,True,external
LU561016641691337629,LU702015604343749471,PEER_1,PEER_2,5367.81,2020-06-17,False,True,external
LU911016641691337629,LU502015604343749471,PEER_1,PEER_2,5367.81,2020-06-17,False,True,external
LU982015607804432740,LU642014999033663403,PEER_2,PEER_2,5189.32,2020-06-17,True,False,external
LU632015607804432740,LU172014999033663403,PEER_2,PEER_2,5189.32,2020-06-17,True,False,external
LU172016483666388610,LU843011907016660293,PEER_2,PEER_3,4221.96,2020-06-17,True,False,external
LU362016483666388610,LU173011907016660293,PEER_2,PEER_3,4221.96,2020-06-17,True,False,external
LU392016483666388610,LU613011907016660293,PEER_2,PEER_3,4221.96,2020-06-17,True,False,external
LU494019453170811357,LU172016483666388610,PEER_4,PEER_2,2324.09,2020-06-17,False,True,external
LU604019453170811357,LU642016483666388610,PEER_4,PEER_2,2324.09,2020-06-17,False,True,external
LU454019453170811357,LU422016483666388610,PEER_4,PEER_2,2324.09,2020-06-17,False,True,external
LU504012551290556095,LU912016483666388610,PEER_4,PEER_2,2322.48,2020-06-17,False,True,external
LU264012551290556095,LU162016483666388610,PEER_4,PEER_2,2322.48,2020-06-17,False,True,external
LU194012551290556095,LU352016483666388610,PEER_4,PEER_2,2322.48,2020-06-17,False,True,external
LU842016743378722022,LU114019109923230818,PEER_2,PEER_4,2130.02,2020-06-17,True,False,external
LU142016743378722022,LU124019109923230818,PEER_2,PEER_4,2130.02,2020-06-17,True,False,external
LU192016743378722022,LU444019109923230818,PEER_2,PEER_4,2130.02,2020-06-17,True,False,external
LU723016894179176112,LU812016483666388610,PEER_3,PEER_2,1870.94,2020-06-17,False,True,external
LU533016894179176112,LU322016483666388610,PEER_3,PEER_2,1870.94,2020-06-17,False,True,external
LU323016894179176112,LU292016483666388610,PEER_3,PEER_2,1870.94,2020-06-17,False,True,external
LU313014004221149704,LU632015588447794259,PEER_3,PEER_2,1710.79,2020-06-17,False,True,external
LU883014004221149704,LU292015588447794259,PEER_3,PEER_2,1710.79,2020-06-17,False,True,external
LU833014004221149704,LU252015588447794259,PEER_3,PEER_2,1710.79,2020-06-17,False,True,external
LU543011907016660293,LU602016483666388610,PEER_3,PEER_2,1708.78,2020-06-17,False,True,external
LU353011907016660293,LU642016483666388610,PEER_3,PEER_2,1708.78,2020-06-17,False,True,external
LU223011907016660293,LU212016483666388610,PEER_3,PEER_2,1708.78,2020-06-17,False,True,external
LU552016170406259990,LU412012739737233358,PEER_2,PEER_2,1518.66,2020-06-17,True,False,external
LU182016170406259990,LU602012739737233358,PEER_2,PEER_2,1518.66,2020-06-17,True,False,external
LU634016101836055338,LU872015604343749471,PEER_4,PEER_2,1313.61,2020-06-17,False,True,external
LU544016101836055338,LU712015604343749471,PEER_4,PEER_2,1313.61,2020-06-17,False,True,external
LU744016101836055338,LU942015604343749471,PEER_4,PEER_2,1313.61,2020-06-17,False,True,external
LU484019453170811357,LU922016483666388610,PEER_4,PEER_2,1243.78,2020-06-17,False,True,external
LU164019453170811357,LU192016483666388610,PEER_4,PEER_2,1243.78,2020-06-17,False,True,external
LU494019453170811357,LU852016483666388610,PEER_4,PEER_2,1243.78,2020-06-17,False,True,external
LU462016170406259990,LU422012739737233358,PEER_2,PEER_2,1242.84,2020-06-17,True,False,external
LU722016170406259990,LU742012739737233358,PEER_2,PEER_2,1242.84,2020-06-17,True,False,external
LU312015604343749471,LU674016101836055338,PEER_2,PEER_4,1212.31,2020-06-17,True,False,external
LU352015604343749471,LU244016101836055338,PEER_2,PEER_4,1212.31,2020-06-17,True,False,external
LU862015604343749471,LU374016101836055338,PEER_2,PEER_4,1212.31,2020-06-17,True,False,external
LU864016101836055338,LU232015604343749471,PEER_4,PEER_2,1175.24,2020-06-17,False,True,external
LU854016101836055338,LU662015604343749471,PEER_4,PEER_2,1175.24,2020-06-17,False,True,external
LU994016101836055338,LU472015604343749471,PEER_4,PEER_2,1175.24,2020-06-17,False,True,external
LU122016288838265013,LU352014510158471395,PEER_2,PEER_2,1127.87,2020-06-17,True,False,external
LU102016288838265013,LU212014510158471395,PEER_2,PEER_2,1127.87,2020-06-17,True,False,external
LU761019369707351982,LU412016276144118632,PEER_1,PEER_2,1087.31,2020-06-17,False,True,external
LU401019369707351982,LU702016276144118632,PEER_1,PEER_2,1087.31,2020-06-17,False,True,external
LU571019369707351982,LU992016276144118632,PEER_1,PEER_2,1087.31,2020-06-17,False,True,external
LU202015604343749471,LU241019555948150255,PEER_2,PEER_1,1059.26,2020-06-17,True,False,external
LU332015604343749471,LU101019555948150255,PEER_2,PEER_1,1059.26,2020-06-17,True,False,external
LU262015604343749471,LU421019555948150255,PEER_2,PEER_1,1059.26,2020-06-17,True,False,external
LU742015264785404373,LU262015604343749471,PEER_2,PEER_2,852.31,2020-06-17,False,True,external
LU892015264785404373,LU952015604343749471,PEER_2,PEER_2,852.31,2020-06-17,False,True,external
LU472014999033663403,LU382015607804432740,PEER_2,PEER_2,737.02,2020-06-17,False,True,external
LU332014999033663403,LU752015607804432740,PEER_2,PEER_2,737.02,2020-06-17,False,True,external
LU992012739737233358,LU122016170406259990,PEER_2,PEER_2,670.89,2020-06-17,False,True,external
LU722012739737233358,LU102016170406259990,PEER_2,PEER_2,670.89,2020-06-17,False,True,external
LU572016743378722022,LU131014091355691513,PEER_2,PEER_1,654.68,2020-06-17,True,False,external
LU742016743378722022,LU291014091355691513,PEER_2,PEER_1,654.68,2020-06-17,True,False,external
LU782016743378722022,LU701014091355691513,PEER_2,PEER_1,654.68,2020-06-17,True,False,external
LU941012531330508982,LU162016288838265013,PEER_1,PEER_2,591.84,2020-06-17,False,True,external
LU241012531330508982,LU322016288838265013,PEER_1,PEER_2,591.84,2020-06-17,False,True,external
LU111012531330508982,LU472016288838265013,PEER_1,PEER_2,591.84,2020-06-17,False,True,external
LU971011755940889156,LU282016288838265013,PEER_1,PEER_2,512.87,2020-06-17,False,True,external
LU861011755940889156,LU122016288838265013,PEER_1,PEER_2,512.87,2020-06-17,False,True,external
LU571011755940889156,LU772016288838265013,PEER_1,PEER_2,512.87,2020-06-17,False,True,external
LU781012531330508982,LU502016288838265013,PEER_1,PEER_2,456.28,2020-06-17,False,True,external
LU751012531330508982,LU272016288838265013,PEER_1,PEER_2,456.28,2020-06-17,False,True,external
LU901012531330508982,LU592016288838265013,PEER_1,PEER_2,456.28,2020-06-17,False,True,external
LU622019179611547556,LU422016170406259990,PEER_2,PEER_2,434.81,2020-06-17,False,True,external
LU862019179611547556,LU752016170406259990,PEER_2,PEER_2,434.81,2020-06-17,False,True,external
LU781014091355691513,LU992016743378722022,PEER_1,PEER_2,411.87,2020-06-17,False,True,external
LU601014091355691513,LU462016743378722022,PEER_1,PEER_2,411.87,2020-06-17,False,True,external
LU731014091355691513,LU212016743378722022,PEER_1,PEER_2,411.87,2020-06-17,False,True,external
LU123014318663468323,LU132016170406259990,PEER_3,PEER_2,403.75,2020-06-17,False,True,external
LU473014318663468323,LU122016170406259990,PEER_3,PEER_2,403.75,2020-06-17,False,True,external
LU273014318663468323,LU152016170406259990,PEER_3,PEER_2,403.75,2020-06-17,False,True,external
LU352015588447794259,LU153014004221149704,PEER_2,PEER_3,379.29,2020-06-17,True,False,external
LU772015588447794259,LU383014004221149704,PEER_2,PEER_3,379.29,2020-06-17,True,False,external
LU522015588447794259,LU853014004221149704,PEER_2,PEER_3,379.29,2020-06-17,True,False,external
LU212015588447794259,LU983014004221149704,PEER_2,PEER_3,376.89,2020-06-17,True,False,external
LU952015588447794259,LU743014004221149704,PEER_2,PEER_3,376.89,2020-06-17,True,False,external
LU852015588447794259,LU803014004221149704,PEER_2,PEER_3,376.89,2020-06-17,True,False,external
LU692015588447794259,LU504016876098381332,PEER_2,PEER_4,329.27,2020-06-17,True,False,external
LU842015588447794259,LU114016876098381332,PEER_2,PEER_4,329.27,2020-06-17,True,False,external
LU102015588447794259,LU394016876098381332,PEER_2,PEER_4,329.27,2020-06-17,True,False,external
LU162012739737233358,LU362016170406259990,PEER_2,PEER_2,295.06,2020-06-17,False,True,external
LU362012739737233358,LU262016170406259990,PEER_2,PEER_2,295.06,2020-06-17,False,True,external
LU213018295277691197,LU932015607804432740,PEER_3,PEER_2,284.44,2020-06-17,False,True,external
LU973018295277691197,LU932015607804432740,PEER_3,PEER_2,284.44,2020-06-17,False,True,external
LU403018295277691197,LU432015607804432740,PEER_3,PEER_2,284.44,2020-06-17,False,True,external
LU951011755940889156,LU642016288838265013,PEER_1,PEER_2,277.75,2020-06-17,False,True,external
LU821011755940889156,LU452016288838265013,PEER_1,PEER_2,277.75,2020-06-17,False,True,external
LU351011755940889156,LU152016288838265013,PEER_1,PEER_2,277.75,2020-06-17,False,True,external
LU914019109923230818,LU782016743378722022,PEER_4,PEER_2,234.75,2020-06-17,False,True,external
LU744019109923230818,LU322016743378722022,PEER_4,PEER_2,234.75,2020-06-17,False,True,external
LU394019109923230818,LU812016743378722022,PEER_4,PEER_2,234.75,2020-06-17,False,True,external
LU152016743378722022,LU684019109923230818,PEER_2,PEER_4,221.72,2020-06-17,True,False,external
LU872016743378722022,LU804019109923230818,PEER_2,PEER_4,221.72,2020-06-17,True,False,external
LU912016743378722022,LU134019109923230818,PEER_2,PEER_4,221.72,2020-06-17,True,False,external
LU552016288838265013,LU821011755940889156,PEER_2,PEER_1,203.82,2020-06-17,True,False,external
LU452016288838265013,LU171011755940889156,PEER_2,PEER_1,203.82,2020-06-17,True,False,external
LU442016288838265013,LU521011755940889156,PEER_2,PEER_1,203.82,2020-06-17,True,False,external
LU494019453170811357,LU152016483666388610,PEER_4,PEER_2,196.8,2020-06-17,False,True,external
LU684019453170811357,LU362016483666388610,PEER_4,PEER_2,196.8,2020-06-17,False,True,external
LU524019453170811357,LU662016483666388610,PEER_4,PEER_2,196.8,2020-06-17,False,True,external
LU522016170406259990,LU562012739737233358,PEER_2,PEER_2,185.23,2020-06-17,True,False,external
LU772016170406259990,LU792012739737233358,PEER_2,PEER_2,185.23,2020-06-17,True,False,external
LU174016101836055338,LU952015604343749471,PEER_4,PEER_2,159.91,2020-06-17,False,True,external
LU134016101836055338,LU512015604343749471,PEER_4,PEER_2,159.91,2020-06-17,False,True,external
LU304016101836055338,LU192015604343749471,PEER_4,PEER_2,159.91,2020-06-17,False,True,external
LU374016876098381332,LU352015588447794259,PEER_4,PEER_2,158.63,2020-06-17,False,True,external
LU874016876098381332,LU232015588447794259,PEER_4,PEER_2,158.63,2020-06-17,False,True,external
LU114016876098381332,LU682015588447794259,PEER_4,PEER_2,158.63,2020-06-17,False,True,external
LU672015607804432740,LU492014999033663403,PEER_2,PEER_2,152.3,2020-06-17,True,False,external
LU312015607804432740,LU892014999033663403,PEER_2,PEER_2,152.3,2020-06-17,True,False,external
LU282014999033663403,LU222016276144118632,PEER_2,PEER_2,150.74,2020-06-17,False,True,external
LU512014999033663403,LU402016276144118632,PEER_2,PEER_2,150.74,2020-06-17,False,True,external
LU442016527894869925,LU523014564400103192,PEER_2,PEER_3,142.96,2020-06-17,True,False,external
LU682016527894869925,LU673014564400103192,PEER_2,PEER_3,142.96,2020-06-17,True,False,external
LU602016527894869925,LU633014564400103192,PEER_2,PEER_3,142.96,2020-06-17,True,False,external
LU703019906721684442,LU892016527894869925,PEER_3,PEER_2,130.67,2020-06-17,False,True,external
LU163019906721684442,LU162016527894869925,PEER_3,PEER_2,130.67,2020-06-17,False,True,external
LU233019906721684442,LU932016527894869925,PEER_3,PEER_2,130.67,2020-06-17,False,True,external
LU113014564400103192,LU252016527894869925,PEER_3,PEER_2,126.06,2020-06-17,False,True,external
LU333014564400103192,LU162016527894869925,PEER_3,PEER_2,126.06,2020-06-17,False,True,external
LU453014564400103192,LU682016527894869925,PEER_3,PEER_2,126.06,2020-06-17,False,True,external
LU832016483666388610,LU254019453170811357,PEER_2,PEER_4,115.27,2020-06-17,True,False,external
LU212016483666388610,LU624019453170811357,PEER_2,PEER_4,115.27,2020-06-17,True,False,external
LU862016483666388610,LU864019453170811357,PEER_2,PEER_4,115.27,2020-06-17,True,False,external
LU932016288838265013,LU322019090344104065,PEER_2,PEER_2,108.47,2020-06-17,True,False,external
LU972016288838265013,LU882019090344104065,PEER_2,PEER_2,108.47,2020-06-17,True,False,external
LU322015604343749471,LU944016101836055338,PEER_2,PEER_4,107.51,2020-06-17,True,False,external
LU822015604343749471,LU334016101836055338,PEER_2,PEER_4,107.51,2020-06-17,True,False,external
LU722015604343749471,LU834016101836055338,PEER_2,PEER_4,107.51,2020-06-17,True,False,external
LU622016276144118632,LU551019369707351982,PEER_2,PEER_1,88.21,2020-06-17,True,False,external
LU232016276144118632,LU941019369707351982,PEER_2,PEER_1,88.21,2020-06-17,True,False,external
LU772016276144118632,LU391019369707351982,PEER_2,PEER_1,88.21,2020-06-17,True,False,external
LU824019453170811357,LU532016483666388610,PEER_4,PEER_2,87.54,2020-06-17,False,True,external
LU194019453170811357,LU322016483666388610,PEER_4,PEER_2,87.54,2020-06-17,False,True,external
LU954019453170811357,LU382016483666388610,PEER_4,PEER_2,87.54,2020-06-17,False,True,external
LU402014510158471395,LU702016288838265013,PEER_2,PEER_2,86.23,2020-06-17,False,True,external
LU872014510158471395,LU652016288838265013,PEER_2,PEER_2,86.23,2020-06-17,False,True,external
LU992015604343749471,LU384016101836055338,PEER_2,PEER_4,78.76,2020-06-17,True,False,external
LU712015604343749471,LU694016101836055338,PEER_2,PEER_4,78.76,2020-06-17,True,False,external
LU762015604343749471,LU154016101836055338,PEER_2,PEER_4,78.76,2020-06-17,True,False,external
LU362016288838265013,LU791017776357913127,PEER_2,PEER_1,67.28,2020-06-17,True,False,external
LU372016288838265013,LU511017776357913127,PEER_2,PEER_1,67.28,2020-06-17,True,False,external
LU112016288838265013,LU561017776357913127,PEER_2,PEER_1,67.28,2020-06-17,True,False,external
LU792019179611547556,LU902016170406259990,PEER_2,PEER_2,61.37,2020-06-17,False,True,external
LU742019179611547556,LU682016170406259990,PEER_2,PEER_2,61.37,2020-06-17,False,True,external
LU294016876098381332,LU652015588447794259,PEER_4,PEER_2,60.26,2020-06-17,False,True,external
LU524016876098381332,LU592015588447794259,PEER_4,PEER_2,60.26,2020-06-17,False,True,external
LU504016876098381332,LU582015588447794259,PEER_4,PEER_2,60.26,2020-06-17,False,True,external
LU463014564400103192,LU912016527894869925,PEER_3,PEER_2,57.7,2020-06-17,False,True,external
