origin_iban,dest_iban,origin_re,dest_re,amount,date,connection_type
LU682015998393836429,LU231016085677591342,PEER_2,PEER_1,646.71,2020-06-17,suspicious_to_suspicious
LU842015998393836429,LU251016085677591342,PEER_2,PEER_1,646.71,2020-06-17,suspicious_to_suspicious
LU291015428551697270,LU952016904797773849,PEER_1,PEER_2,565.26,2020-06-17,suspicious_to_suspicious
LU971015428551697270,LU222016904797773849,PEER_1,PEER_2,565.26,2020-06-17,suspicious_to_suspicious
LU451015428551697270,LU932016904797773849,PEER_1,PEER_2,565.26,2020-06-17,suspicious_to_suspicious
LU482016904797773849,LU531015428551697270,PEER_2,PEER_1,496.38,2020-06-17,suspicious_to_suspicious
LU572016904797773849,LU811015428551697270,PEER_2,PEER_1,496.38,2020-06-17,suspicious_to_suspicious
LU302016904797773849,LU591015428551697270,PEER_2,PEER_1,496.38,2020-06-17,suspicious_to_suspicious
LU324014430005009234,LU762016904797773849,PEER_4,PEER_2,209.8,2020-06-17,suspicious_to_suspicious
LU344014430005009234,LU162016904797773849,PEER_4,PEER_2,209.8,2020-06-17,suspicious_to_suspicious
LU734014430005009234,LU472016904797773849,PEER_4,PEER_2,209.8,2020-06-17,suspicious_to_suspicious
LU281014891751881002,LU962016015054340531,PEER_1,PEER_2,122.69,2020-06-17,suspicious_to_suspicious
LU561014891751881002,LU662016015054340531,PEER_1,PEER_2,122.69,2020-06-17,suspicious_to_suspicious
LU671014891751881002,LU592016015054340531,PEER_1,PEER_2,122.69,2020-06-17,suspicious_to_suspicious
LU671015428551697270,LU412016904797773849,PEER_1,PEER_2,121.3,2020-06-17,suspicious_to_suspicious
LU111015428551697270,LU442016904797773849,PEER_1,PEER_2,121.3,2020-06-17,suspicious_to_suspicious
LU101015428551697270,LU132016904797773849,PEER_1,PEER_2,121.3,2020-06-17,suspicious_to_suspicious
LU841014891751881002,LU882016015054340531,PEER_1,PEER_2,83.66,2020-06-17,suspicious_to_suspicious
LU381014891751881002,LU152016015054340531,PEER_1,PEER_2,83.66,2020-06-17,suspicious_to_suspicious
LU281014891751881002,LU962016015054340531,PEER_1,PEER_2,83.66,2020-06-17,suspicious_to_suspicious
LU391015428551697270,LU652016904797773849,PEER_1,PEER_2,605.96,2020-06-16,suspicious_to_suspicious
LU951015428551697270,LU532016904797773849,PEER_1,PEER_2,605.96,2020-06-16,suspicious_to_suspicious
LU561015428551697270,LU112016904797773849,PEER_1,PEER_2,605.96,2020-06-16,suspicious_to_suspicious
LU171016085677591342,LU752015998393836429,PEER_1,PEER_2,297.01,2020-06-16,suspicious_to_suspicious
LU171016085677591342,LU222015998393836429,PEER_1,PEER_2,297.01,2020-06-16,suspicious_to_suspicious
LU561016085677591342,LU862015998393836429,PEER_1,PEER_2,297.01,2020-06-16,suspicious_to_suspicious
LU994014430005009234,LU922016904797773849,PEER_4,PEER_2,229.39,2020-06-16,suspicious_to_suspicious
LU234014430005009234,LU282016904797773849,PEER_4,PEER_2,229.39,2020-06-16,suspicious_to_suspicious
LU274014430005009234,LU802016904797773849,PEER_4,PEER_2,229.39,2020-06-16,suspicious_to_suspicious
LU734014430005009234,LU562016904797773849,PEER_4,PEER_2,155.54,2020-06-16,suspicious_to_suspicious
LU274014430005009234,LU602016904797773849,PEER_4,PEER_2,155.54,2020-06-16,suspicious_to_suspicious
LU414014430005009234,LU322016904797773849,PEER_4,PEER_2,155.54,2020-06-16,suspicious_to_suspicious
LU311014891751881002,LU572016015054340531,PEER_1,PEER_2,114.54,2020-06-16,suspicious_to_suspicious
LU801014891751881002,LU492016015054340531,PEER_1,PEER_2,114.54,2020-06-16,suspicious_to_suspicious
LU971014891751881002,LU992016015054340531,PEER_1,PEER_2,114.54,2020-06-16,suspicious_to_suspicious
LU641014891751881002,LU452016015054340531,PEER_1,PEER_2,32.12,2020-06-16,suspicious_to_suspicious
LU961014891751881002,LU942016015054340531,PEER_1,PEER_2,32.12,2020-06-16,suspicious_to_suspicious
LU281014891751881002,LU462016015054340531,PEER_1,PEER_2,32.12,2020-06-16,suspicious_to_suspicious
LU122016904797773849,LU724014430005009234,PEER_2,PEER_4,24474.35,2020-06-15,suspicious_to_suspicious
LU822016904797773849,LU604014430005009234,PEER_2,PEER_4,24474.35,2020-06-15,suspicious_to_suspicious
LU972016904797773849,LU424014430005009234,PEER_2,PEER_4,24474.35,2020-06-15,suspicious_to_suspicious
LU111014891751881002,LU232016015054340531,PEER_1,PEER_2,1876.0,2020-06-15,suspicious_to_suspicious
LU571014891751881002,LU352016015054340531,PEER_1,PEER_2,1876.0,2020-06-15,suspicious_to_suspicious
LU691014891751881002,LU432016015054340531,PEER_1,PEER_2,1876.0,2020-06-15,suspicious_to_suspicious
LU754014360780330593,LU962016746444546460,PEER_4,PEER_2,1351.01,2020-06-15,suspicious_to_suspicious
LU774014360780330593,LU782016746444546460,PEER_4,PEER_2,1351.01,2020-06-15,suspicious_to_suspicious
LU824014360780330593,LU812016746444546460,PEER_4,PEER_2,1351.01,2020-06-15,suspicious_to_suspicious
LU261015428551697270,LU672016904797773849,PEER_1,PEER_2,1232.6,2020-06-15,suspicious_to_suspicious
LU291015428551697270,LU572016904797773849,PEER_1,PEER_2,1232.6,2020-06-15,suspicious_to_suspicious
LU681015428551697270,LU622016904797773849,PEER_1,PEER_2,1232.6,2020-06-15,suspicious_to_suspicious
LU142016904797773849,LU574014430005009234,PEER_2,PEER_4,1167.58,2020-06-15,suspicious_to_suspicious
LU332016904797773849,LU364014430005009234,PEER_2,PEER_4,1167.58,2020-06-15,suspicious_to_suspicious
LU862016904797773849,LU294014430005009234,PEER_2,PEER_4,1167.58,2020-06-15,suspicious_to_suspicious
LU292015998393836429,LU361016085677591342,PEER_2,PEER_1,574.14,2020-06-15,suspicious_to_suspicious
LU962015998393836429,LU721016085677591342,PEER_2,PEER_1,574.14,2020-06-15,suspicious_to_suspicious
LU142015998393836429,LU261016085677591342,PEER_2,PEER_1,574.14,2020-06-15,suspicious_to_suspicious
LU144014430005009234,LU522016904797773849,PEER_4,PEER_2,475.88,2020-06-15,suspicious_to_suspicious
LU804014430005009234,LU542016904797773849,PEER_4,PEER_2,475.88,2020-06-15,suspicious_to_suspicious
LU174014430005009234,LU622016904797773849,PEER_4,PEER_2,475.88,2020-06-15,suspicious_to_suspicious
LU614014430005009234,LU492016904797773849,PEER_4,PEER_2,319.36,2020-06-15,suspicious_to_suspicious
LU794014430005009234,LU452016904797773849,PEER_4,PEER_2,319.36,2020-06-15,suspicious_to_suspicious
LU434014430005009234,LU172016904797773849,PEER_4,PEER_2,319.36,2020-06-15,suspicious_to_suspicious
LU124014430005009234,LU612016904797773849,PEER_4,PEER_2,264.47,2020-06-15,suspicious_to_suspicious
LU484014430005009234,LU962016904797773849,PEER_4,PEER_2,264.47,2020-06-15,suspicious_to_suspicious
LU524014430005009234,LU972016904797773849,PEER_4,PEER_2,264.47,2020-06-15,suspicious_to_suspicious
LU962015998393836429,LU441016085677591342,PEER_2,PEER_1,158.87,2020-06-15,suspicious_to_suspicious
LU972015998393836429,LU461016085677591342,PEER_2,PEER_1,158.87,2020-06-15,suspicious_to_suspicious
LU402015998393836429,LU281016085677591342,PEER_2,PEER_1,158.87,2020-06-15,suspicious_to_suspicious
LU331014891751881002,LU792016015054340531,PEER_1,PEER_2,12.08,2020-06-15,suspicious_to_suspicious
LU481014891751881002,LU952016015054340531,PEER_1,PEER_2,12.08,2020-06-15,suspicious_to_suspicious
LU531014891751881002,LU242016015054340531,PEER_1,PEER_2,12.08,2020-06-15,suspicious_to_suspicious
LU231014891751881002,LU972016015054340531,PEER_1,PEER_2,822.14,2020-06-12,suspicious_to_suspicious
LU561014891751881002,LU412016015054340531,PEER_1,PEER_2,822.14,2020-06-12,suspicious_to_suspicious
LU251014891751881002,LU662016015054340531,PEER_1,PEER_2,822.14,2020-06-12,suspicious_to_suspicious
LU421014891751881002,LU492016015054340531,PEER_1,PEER_2,311.12,2020-06-12,suspicious_to_suspicious
LU541014891751881002,LU902016015054340531,PEER_1,PEER_2,311.12,2020-06-12,suspicious_to_suspicious
LU701014891751881002,LU302016015054340531,PEER_1,PEER_2,311.12,2020-06-12,suspicious_to_suspicious
LU272015998393836429,LU131016085677591342,PEER_2,PEER_1,286.56,2020-06-12,suspicious_to_suspicious
LU462015998393836429,LU691016085677591342,PEER_2,PEER_1,286.56,2020-06-12,suspicious_to_suspicious
LU652015998393836429,LU971016085677591342,PEER_2,PEER_1,286.56,2020-06-12,suspicious_to_suspicious
LU872016904797773849,LU864014430005009234,PEER_2,PEER_4,271.82,2020-06-12,suspicious_to_suspicious
LU402016904797773849,LU594014430005009234,PEER_2,PEER_4,271.82,2020-06-12,suspicious_to_suspicious
LU382016904797773849,LU244014430005009234,PEER_2,PEER_4,271.82,2020-06-12,suspicious_to_suspicious
LU782016746444546460,LU264014360780330593,PEER_2,PEER_4,144.48,2020-06-12,suspicious_to_suspicious
LU732016746444546460,LU544014360780330593,PEER_2,PEER_4,144.48,2020-06-12,suspicious_to_suspicious
LU392016746444546460,LU554014360780330593,PEER_2,PEER_4,144.48,2020-06-12,suspicious_to_suspicious
LU774014360780330593,LU612016746444546460,PEER_4,PEER_2,125.69,2020-06-12,suspicious_to_suspicious
LU424014360780330593,LU212016746444546460,PEER_4,PEER_2,125.69,2020-06-12,suspicious_to_suspicious
LU314014360780330593,LU882016746444546460,PEER_4,PEER_2,125.69,2020-06-12,suspicious_to_suspicious
LU494014430005009234,LU402016904797773849,PEER_4,PEER_2,62.67,2020-06-12,suspicious_to_suspicious
LU294014430005009234,LU992016904797773849,PEER_4,PEER_2,62.67,2020-06-12,suspicious_to_suspicious
LU534014430005009234,LU962016904797773849,PEER_4,PEER_2,62.67,2020-06-12,suspicious_to_suspicious
LU311014891751881002,LU642016015054340531,PEER_1,PEER_2,38.59,2020-06-12,suspicious_to_suspicious
LU801014891751881002,LU552016015054340531,PEER_1,PEER_2,38.59,2020-06-12,suspicious_to_suspicious
LU111014891751881002,LU112016015054340531,PEER_1,PEER_2,38.59,2020-06-12,suspicious_to_suspicious
LU504014430005009234,LU662016904797773849,PEER_4,PEER_2,22.67,2020-06-12,suspicious_to_suspicious
LU474014430005009234,LU302016904797773849,PEER_4,PEER_2,22.67,2020-06-12,suspicious_to_suspicious
LU664014430005009234,LU122016904797773849,PEER_4,PEER_2,22.67,2020-06-12,suspicious_to_suspicious
LU422016904797773849,LU921015428551697270,PEER_2,PEER_1,7266.83,2020-06-11,suspicious_to_suspicious
LU812016904797773849,LU761015428551697270,PEER_2,PEER_1,7266.83,2020-06-11,suspicious_to_suspicious
LU412016904797773849,LU531015428551697270,PEER_2,PEER_1,7266.83,2020-06-11,suspicious_to_suspicious
LU682016746444546460,LU414014360780330593,PEER_2,PEER_4,3594.38,2020-06-11,suspicious_to_suspicious
LU842016746444546460,LU634014360780330593,PEER_2,PEER_4,3594.38,2020-06-11,suspicious_to_suspicious
LU422016746444546460,LU994014360780330593,PEER_2,PEER_4,3594.38,2020-06-11,suspicious_to_suspicious
LU271015428551697270,LU892016904797773849,PEER_1,PEER_2,871.45,2020-06-11,suspicious_to_suspicious
LU181015428551697270,LU182016904797773849,PEER_1,PEER_2,871.45,2020-06-11,suspicious_to_suspicious
LU831015428551697270,LU562016904797773849,PEER_1,PEER_2,871.45,2020-06-11,suspicious_to_suspicious
LU442016015054340531,LU921014891751881002,PEER_2,PEER_1,104.7,2020-06-11,suspicious_to_suspicious
LU412016015054340531,LU481014891751881002,PEER_2,PEER_1,104.7,2020-06-11,suspicious_to_suspicious
LU892016015054340531,LU201014891751881002,PEER_2,PEER_1,104.7,2020-06-11,suspicious_to_suspicious
LU132016015054340531,LU261014891751881002,PEER_2,PEER_1,41.89,2020-06-11,suspicious_to_suspicious
LU322016015054340531,LU111014891751881002,PEER_2,PEER_1,41.89,2020-06-11,suspicious_to_suspicious
LU902016015054340531,LU351014891751881002,PEER_2,PEER_1,41.89,2020-06-11,suspicious_to_suspicious
LU362015607804432740,LU733016058037382297,PEER_2,PEER_3,704.75,2020-06-17,suspicious_to_suspicious
LU662015607804432740,LU663016058037382297,PEER_2,PEER_3,704.75,2020-06-17,suspicious_to_suspicious
LU332015607804432740,LU313016058037382297,PEER_2,PEER_3,704.75,2020-06-17,suspicious_to_suspicious
LU621015496028897470,LU442016527894869925,PEER_1,PEER_2,600.21,2020-06-17,suspicious_to_suspicious
LU281015496028897470,LU322016527894869925,PEER_1,PEER_2,600.21,2020-06-17,suspicious_to_suspicious
LU621015496028897470,LU762016527894869925,PEER_1,PEER_2,600.21,2020-06-17,suspicious_to_suspicious
LU911015496028897470,LU532016527894869925,PEER_1,PEER_2,523.14,2020-06-17,suspicious_to_suspicious
LU441015496028897470,LU652016527894869925,PEER_1,PEER_2,523.14,2020-06-17,suspicious_to_suspicious
LU581015496028897470,LU372016527894869925,PEER_1,PEER_2,523.14,2020-06-17,suspicious_to_suspicious
LU162016483666388610,LU912016401065784884,PEER_2,PEER_2,270.1,2020-06-17,suspicious_to_suspicious
LU302016483666388610,LU592016401065784884,PEER_2,PEER_2,270.1,2020-06-17,suspicious_to_suspicious
LU852016401065784884,LU732016483666388610,PEER_2,PEER_2,172.39,2020-06-17,suspicious_to_suspicious
LU812016401065784884,LU802016483666388610,PEER_2,PEER_2,172.39,2020-06-17,suspicious_to_suspicious
LU672015604343749471,LU763015474500323883,PEER_2,PEER_3,116.92,2020-06-17,suspicious_to_suspicious
LU242015604343749471,LU183015474500323883,PEER_2,PEER_3,116.92,2020-06-17,suspicious_to_suspicious
LU212015604343749471,LU383015474500323883,PEER_2,PEER_3,116.92,2020-06-17,suspicious_to_suspicious
LU883015474500323883,LU102015604343749471,PEER_3,PEER_2,115.41,2020-06-17,suspicious_to_suspicious
LU483015474500323883,LU622015604343749471,PEER_3,PEER_2,115.41,2020-06-17,suspicious_to_suspicious
LU673015474500323883,LU832015604343749471,PEER_3,PEER_2,115.41,2020-06-17,suspicious_to_suspicious
LU143015474500323883,LU272015604343749471,PEER_3,PEER_2,86.62,2020-06-17,suspicious_to_suspicious
LU123015474500323883,LU742015604343749471,PEER_3,PEER_2,86.62,2020-06-17,suspicious_to_suspicious
LU883015474500323883,LU882015604343749471,PEER_3,PEER_2,86.62,2020-06-17,suspicious_to_suspicious
LU552015604343749471,LU283015474500323883,PEER_2,PEER_3,200.99,2020-06-16,suspicious_to_suspicious
LU332015604343749471,LU773015474500323883,PEER_2,PEER_3,200.99,2020-06-16,suspicious_to_suspicious
LU212015604343749471,LU623015474500323883,PEER_2,PEER_3,200.99,2020-06-16,suspicious_to_suspicious
LU932016483666388610,LU562016401065784884,PEER_2,PEER_2,142.57,2020-06-16,suspicious_to_suspicious
LU522016483666388610,LU292016401065784884,PEER_2,PEER_2,142.57,2020-06-16,suspicious_to_suspicious
LU801015496028897470,LU422016527894869925,PEER_1,PEER_2,107.1,2020-06-16,suspicious_to_suspicious
LU821015496028897470,LU962016527894869925,PEER_1,PEER_2,107.1,2020-06-16,suspicious_to_suspicious
LU651015496028897470,LU192016527894869925,PEER_1,PEER_2,107.1,2020-06-16,suspicious_to_suspicious
LU733016058037382297,LU732015607804432740,PEER_3,PEER_2,1582.35,2020-06-15,suspicious_to_suspicious
LU253016058037382297,LU472015607804432740,PEER_3,PEER_2,1582.35,2020-06-15,suspicious_to_suspicious
LU863016058037382297,LU932015607804432740,PEER_3,PEER_2,1582.35,2020-06-15,suspicious_to_suspicious
LU822015604343749471,LU703015474500323883,PEER_2,PEER_3,1332.84,2020-06-15,suspicious_to_suspicious
LU112015604343749471,LU333015474500323883,PEER_2,PEER_3,1332.84,2020-06-15,suspicious_to_suspicious
LU812015604343749471,LU203015474500323883,PEER_2,PEER_3,1332.84,2020-06-15,suspicious_to_suspicious
LU782016483666388610,LU982016401065784884,PEER_2,PEER_2,453.67,2020-06-15,suspicious_to_suspicious
LU982016483666388610,LU682016401065784884,PEER_2,PEER_2,453.67,2020-06-15,suspicious_to_suspicious
LU652016401065784884,LU322016483666388610,PEER_2,PEER_2,443.85,2020-06-15,suspicious_to_suspicious
LU102016401065784884,LU892016483666388610,PEER_2,PEER_2,443.85,2020-06-15,suspicious_to_suspicious
LU982015607804432740,LU303016058037382297,PEER_2,PEER_3,442.61,2020-06-15,suspicious_to_suspicious
LU832015607804432740,LU303016058037382297,PEER_2,PEER_3,442.61,2020-06-15,suspicious_to_suspicious
LU242015607804432740,LU863016058037382297,PEER_2,PEER_3,442.61,2020-06-15,suspicious_to_suspicious
LU252016527894869925,LU681015496028897470,PEER_2,PEER_1,230.59,2020-06-15,suspicious_to_suspicious
LU202016527894869925,LU301015496028897470,PEER_2,PEER_1,230.59,2020-06-15,suspicious_to_suspicious
LU502016527894869925,LU501015496028897470,PEER_2,PEER_1,230.59,2020-06-15,suspicious_to_suspicious
LU372016483666388610,LU172016401065784884,PEER_2,PEER_2,118.75,2020-06-15,suspicious_to_suspicious
LU472016483666388610,LU572016401065784884,PEER_2,PEER_2,118.75,2020-06-15,suspicious_to_suspicious
LU972016401065784884,LU332016483666388610,PEER_2,PEER_2,1775.58,2020-06-12,suspicious_to_suspicious
LU732016401065784884,LU142016483666388610,PEER_2,PEER_2,1775.58,2020-06-12,suspicious_to_suspicious
LU153016058037382297,LU302015607804432740,PEER_3,PEER_2,1581.02,2020-06-12,suspicious_to_suspicious
LU573016058037382297,LU792015607804432740,PEER_3,PEER_2,1581.02,2020-06-12,suspicious_to_suspicious
LU563016058037382297,LU152015607804432740,PEER_3,PEER_2,1581.02,2020-06-12,suspicious_to_suspicious
LU382016527894869925,LU431015496028897470,PEER_2,PEER_1,1130.18,2020-06-12,suspicious_to_suspicious
LU242016527894869925,LU161015496028897470,PEER_2,PEER_1,1130.18,2020-06-12,suspicious_to_suspicious
LU342016527894869925,LU991015496028897470,PEER_2,PEER_1,1130.18,2020-06-12,suspicious_to_suspicious
LU952015604343749471,LU473015474500323883,PEER_2,PEER_3,971.88,2020-06-12,suspicious_to_suspicious
LU812015604343749471,LU983015474500323883,PEER_2,PEER_3,971.88,2020-06-12,suspicious_to_suspicious
LU652015604343749471,LU453015474500323883,PEER_2,PEER_3,971.88,2020-06-12,suspicious_to_suspicious
LU502016527894869925,LU441015496028897470,PEER_2,PEER_1,901.13,2020-06-12,suspicious_to_suspicious
LU622016527894869925,LU901015496028897470,PEER_2,PEER_1,901.13,2020-06-12,suspicious_to_suspicious
LU812016527894869925,LU751015496028897470,PEER_2,PEER_1,901.13,2020-06-12,suspicious_to_suspicious
LU252015604343749471,LU243015474500323883,PEER_2,PEER_3,798.56,2020-06-12,suspicious_to_suspicious
LU272015604343749471,LU433015474500323883,PEER_2,PEER_3,798.56,2020-06-12,suspicious_to_suspicious
LU972015604343749471,LU723015474500323883,PEER_2,PEER_3,798.56,2020-06-12,suspicious_to_suspicious
LU831015496028897470,LU302016527894869925,PEER_1,PEER_2,510.49,2020-06-12,suspicious_to_suspicious
LU261015496028897470,LU302016527894869925,PEER_1,PEER_2,510.49,2020-06-12,suspicious_to_suspicious
LU181015496028897470,LU122016527894869925,PEER_1,PEER_2,510.49,2020-06-12,suspicious_to_suspicious
LU272016527894869925,LU611015496028897470,PEER_2,PEER_1,441.22,2020-06-12,suspicious_to_suspicious
LU772016527894869925,LU281015496028897470,PEER_2,PEER_1,441.22,2020-06-12,suspicious_to_suspicious
LU372016527894869925,LU911015496028897470,PEER_2,PEER_1,441.22,2020-06-12,suspicious_to_suspicious
LU892016527894869925,LU191015496028897470,PEER_2,PEER_1,364.71,2020-06-12,suspicious_to_suspicious
LU972016527894869925,LU101015496028897470,PEER_2,PEER_1,364.71,2020-06-12,suspicious_to_suspicious
LU722016527894869925,LU431015496028897470,PEER_2,PEER_1,364.71,2020-06-12,suspicious_to_suspicious
LU802015604343749471,LU693015474500323883,PEER_2,PEER_3,275.38,2020-06-12,suspicious_to_suspicious
LU382015604343749471,LU903015474500323883,PEER_2,PEER_3,275.38,2020-06-12,suspicious_to_suspicious
LU332015604343749471,LU123015474500323883,PEER_2,PEER_3,275.38,2020-06-12,suspicious_to_suspicious
LU232016401065784884,LU902016483666388610,PEER_2,PEER_2,143.31,2020-06-12,suspicious_to_suspicious
LU502016401065784884,LU622016483666388610,PEER_2,PEER_2,143.31,2020-06-12,suspicious_to_suspicious
LU893015474500323883,LU982015604343749471,PEER_3,PEER_2,1749.93,2020-06-11,suspicious_to_suspicious
LU903015474500323883,LU322015604343749471,PEER_3,PEER_2,1749.93,2020-06-11,suspicious_to_suspicious
LU693015474500323883,LU702015604343749471,PEER_3,PEER_2,1749.93,2020-06-11,suspicious_to_suspicious
LU662016527894869925,LU211015496028897470,PEER_2,PEER_1,406.5,2020-06-11,suspicious_to_suspicious
LU302016527894869925,LU151015496028897470,PEER_2,PEER_1,406.5,2020-06-11,suspicious_to_suspicious
LU602016527894869925,LU781015496028897470,PEER_2,PEER_1,406.5,2020-06-11,suspicious_to_suspicious
LU883016058037382297,LU422015607804432740,PEER_3,PEER_2,282.37,2020-06-11,suspicious_to_suspicious
LU203016058037382297,LU982015607804432740,PEER_3,PEER_2,282.37,2020-06-11,suspicious_to_suspicious
LU643016058037382297,LU192015607804432740,PEER_3,PEER_2,282.37,2020-06-11,suspicious_to_suspicious
LU372015604343749471,LU373015474500323883,PEER_2,PEER_3,273.55,2020-06-11,suspicious_to_suspicious
LU692015604343749471,LU163015474500323883,PEER_2,PEER_3,273.55,2020-06-11,suspicious_to_suspicious
LU712015604343749471,LU313015474500323883,PEER_2,PEER_3,273.55,2020-06-11,suspicious_to_suspicious
LU833015474500323883,LU222015604343749471,PEER_3,PEER_2,259.82,2020-06-11,suspicious_to_suspicious
LU743015474500323883,LU932015604343749471,PEER_3,PEER_2,259.82,2020-06-11,suspicious_to_suspicious
LU683015474500323883,LU122015604343749471,PEER_3,PEER_2,259.82,2020-06-11,suspicious_to_suspicious
LU922015607804432740,LU183016058037382297,PEER_2,PEER_3,259.4,2020-06-11,suspicious_to_suspicious
LU562015607804432740,LU483016058037382297,PEER_2,PEER_3,259.4,2020-06-11,suspicious_to_suspicious
LU552015607804432740,LU913016058037382297,PEER_2,PEER_3,259.4,2020-06-11,suspicious_to_suspicious
LU482015604343749471,LU213015474500323883,PEER_2,PEER_3,14.6,2020-06-11,suspicious_to_suspicious
LU582015604343749471,LU263015474500323883,PEER_2,PEER_3,14.6,2020-06-11,suspicious_to_suspicious
LU562015604343749471,LU103015474500323883,PEER_2,PEER_3,14.6,2020-06-11,suspicious_to_suspicious
LU683015132913425941,LU212015760604793679,PEER_3,PEER_2,2774.57,2020-06-17,suspicious_to_suspicious
LU603015132913425941,LU732015760604793679,PEER_3,PEER_2,2774.57,2020-06-17,suspicious_to_suspicious
LU223015132913425941,LU842015760604793679,PEER_3,PEER_2,2774.57,2020-06-17,suspicious_to_suspicious
LU903015149585932680,LU342015382342854363,PEER_3,PEER_2,1156.64,2020-06-17,suspicious_to_suspicious
LU333015149585932680,LU752015382342854363,PEER_3,PEER_2,1156.64,2020-06-17,suspicious_to_suspicious
LU133015149585932680,LU992015382342854363,PEER_3,PEER_2,1156.64,2020-06-17,suspicious_to_suspicious
LU653015149585932680,LU592015382342854363,PEER_3,PEER_2,844.02,2020-06-17,suspicious_to_suspicious
LU593015149585932680,LU952015382342854363,PEER_3,PEER_2,844.02,2020-06-17,suspicious_to_suspicious
LU863015149585932680,LU622015382342854363,PEER_3,PEER_2,844.02,2020-06-17,suspicious_to_suspicious
LU504014463490455502,LU203016193892485384,PEER_4,PEER_3,663.97,2020-06-17,suspicious_to_suspicious
LU284014463490455502,LU863016193892485384,PEER_4,PEER_3,663.97,2020-06-17,suspicious_to_suspicious
LU854014463490455502,LU213016193892485384,PEER_4,PEER_3,663.97,2020-06-17,suspicious_to_suspicious
LU323015132913425941,LU492015760604793679,PEER_3,PEER_2,448.73,2020-06-17,suspicious_to_suspicious
LU123015132913425941,LU902015760604793679,PEER_3,PEER_2,448.73,2020-06-17,suspicious_to_suspicious
LU983015132913425941,LU102015760604793679,PEER_3,PEER_2,448.73,2020-06-17,suspicious_to_suspicious
LU564014463490455502,LU313016193892485384,PEER_4,PEER_3,397.04,2020-06-17,suspicious_to_suspicious
LU614014463490455502,LU643016193892485384,PEER_4,PEER_3,397.04,2020-06-17,suspicious_to_suspicious
LU214014463490455502,LU793016193892485384,PEER_4,PEER_3,397.04,2020-06-17,suspicious_to_suspicious
LU922016483666388610,LU472016401065784884,PEER_2,PEER_2,270.1,2020-06-17,suspicious_to_suspicious
LU722016483666388610,LU252016401065784884,PEER_2,PEER_2,270.1,2020-06-17,suspicious_to_suspicious
LU772016401065784884,LU832016483666388610,PEER_2,PEER_2,172.39,2020-06-17,suspicious_to_suspicious
LU722016401065784884,LU272016483666388610,PEER_2,PEER_2,172.39,2020-06-17,suspicious_to_suspicious
LU663016193892485384,LU614014463490455502,PEER_3,PEER_4,171.82,2020-06-17,suspicious_to_suspicious
LU773016193892485384,LU844014463490455502,PEER_3,PEER_4,171.82,2020-06-17,suspicious_to_suspicious
LU603016193892485384,LU514014463490455502,PEER_3,PEER_4,171.82,2020-06-17,suspicious_to_suspicious
LU183015149585932680,LU562015382342854363,PEER_3,PEER_2,146.44,2020-06-17,suspicious_to_suspicious
LU163015149585932680,LU472015382342854363,PEER_3,PEER_2,146.44,2020-06-17,suspicious_to_suspicious
LU113015149585932680,LU472015382342854363,PEER_3,PEER_2,146.44,2020-06-17,suspicious_to_suspicious
LU933015132913425941,LU702015760604793679,PEER_3,PEER_2,554.34,2020-06-16,suspicious_to_suspicious
LU833015132913425941,LU502015760604793679,PEER_3,PEER_2,554.34,2020-06-16,suspicious_to_suspicious
LU473015132913425941,LU162015760604793679,PEER_3,PEER_2,554.34,2020-06-16,suspicious_to_suspicious
LU462015382342854363,LU473015149585932680,PEER_2,PEER_3,327.52,2020-06-16,suspicious_to_suspicious
LU152015382342854363,LU203015149585932680,PEER_2,PEER_3,327.52,2020-06-16,suspicious_to_suspicious
LU572015382342854363,LU613015149585932680,PEER_2,PEER_3,327.52,2020-06-16,suspicious_to_suspicious
LU662016483666388610,LU792016401065784884,PEER_2,PEER_2,142.57,2020-06-16,suspicious_to_suspicious
LU422016483666388610,LU782016401065784884,PEER_2,PEER_2,142.57,2020-06-16,suspicious_to_suspicious
LU943016193892485384,LU914014463490455502,PEER_3,PEER_4,8015.18,2020-06-15,suspicious_to_suspicious
LU243016193892485384,LU924014463490455502,PEER_3,PEER_4,8015.18,2020-06-15,suspicious_to_suspicious
LU403016193892485384,LU974014463490455502,PEER_3,PEER_4,8015.18,2020-06-15,suspicious_to_suspicious
LU852015760604793679,LU773015132913425941,PEER_2,PEER_3,670.84,2020-06-15,suspicious_to_suspicious
LU942015760604793679,LU633015132913425941,PEER_2,PEER_3,670.84,2020-06-15,suspicious_to_suspicious
LU552015760604793679,LU643015132913425941,PEER_2,PEER_3,670.84,2020-06-15,suspicious_to_suspicious
LU562016483666388610,LU892016401065784884,PEER_2,PEER_2,453.67,2020-06-15,suspicious_to_suspicious
LU592016483666388610,LU812016401065784884,PEER_2,PEER_2,453.67,2020-06-15,suspicious_to_suspicious
LU952016401065784884,LU492016483666388610,PEER_2,PEER_2,443.85,2020-06-15,suspicious_to_suspicious
LU722016401065784884,LU882016483666388610,PEER_2,PEER_2,443.85,2020-06-15,suspicious_to_suspicious
LU464014463490455502,LU143016193892485384,PEER_4,PEER_3,203.85,2020-06-15,suspicious_to_suspicious
LU224014463490455502,LU313016193892485384,PEER_4,PEER_3,203.85,2020-06-15,suspicious_to_suspicious
LU344014463490455502,LU573016193892485384,PEER_4,PEER_3,203.85,2020-06-15,suspicious_to_suspicious
